chrom	left	right	max_coverage	gene_id	strand	pval	height	gene_name	Fold change SP/OO GL	Classification OO/SP GL	Oo. expression	Sp. expression	Wormbase ID	Program	WB ID	biotype	chrm	location
IV	8984340	8984403	2	WBGene00008274	+	0	2.0	C53B4.4	-0.2880955	Gender Neutral	64.4377	52.3212	WBGene00008274	Oogenic only	WBGene00008274	protein_coding	IV	3'UTR
V	9787158	9787195	4	WBGene00009772	-	0	4.0	ztf-7	-0.3714868	Gender Neutral	256.217	0.0	WBGene00009772	Oogenic only	WBGene00009772	protein_coding	V	3'UTR
V	9787285	9787321	3	WBGene00009772	-	0	3.0	ztf-7	-0.3714868	Gender Neutral	256.217	0.0	WBGene00009772	Oogenic only	WBGene00009772	protein_coding	V	3'UTR
V	13795957	13796014	2	WBGene00009975	+	0	2.0	F53C11.5	-1.049554	Oogenic	78.0164	36.167	WBGene00009975	Oogenic only	WBGene00009975	protein_coding	V	3'UTR
V	13627355	13627392	2	WBGene00009994	+	0	2.0	F53F4.12	-0.7070129	Gender Neutral	44.2165	25.682	WBGene00009994	Oogenic only	WBGene00009994	protein_coding	V	3'UTR
III	7945334	7945401	3	WBGene00016202	+	0	3.0	kle-2	-0.08547663	Gender Neutral	62.1418	55.9383	WBGene00016202	Oogenic only	WBGene00016202	protein_coding	III	3'UTR
III	5903662	5903722	3	WBGene00016200	-	0	3.0	dpff-1	-0.4058681	Gender Neutral	92.1712	78.4114	WBGene00016200	Oogenic only	WBGene00016200	protein_coding	III	3'UTR
IV	11578410	11578508	6	WBGene00006406	+	0	4.0	srgp-1	-0.4198173	Gender Neutral	101.449	71.8845	WBGene00006406	Oogenic only	WBGene00006406	protein_coding	IV	3'UTR
II	6744171	6744217	2	WBGene00018302	+	0	2.0	F41G3.6	-1.724284	Oogenic	149.286	43.0951	WBGene00018302	Oogenic only	WBGene00018302	protein_coding	II	3'UTR
IV	1710991	1711044	3	WBGene00019537	+	0	3.0	K08D12.3	0.670106	Gender Neutral	787.032	1189.0	WBGene00019537	Oogenic and Spermatogenic	WBGene00019537	protein_coding	IV	3'UTR
I	6531376	6531408	2	WBGene00020417	-	0	2.0	nuo-2	0.6642925	Gender Neutral	154.841	248.213	WBGene00020417	Oogenic only	WBGene00020417	protein_coding	I	CDS
III	5879325	5879399	3	WBGene00017159	+	0	3.0	F01F1.2	-0.1920801	Gender Neutral	105.905	86.11	WBGene00017159	Oogenic only	WBGene00017159	protein_coding	III	3'UTR
IV	15524119	15524155	2	WBGene00013538	-	0	2.0	tag-349	-1.342918	Oogenic	186.2	66.0356	WBGene00013538	Oogenic only	WBGene00013538	protein_coding	IV	3'UTR
IV	1568148	1568258	2	WBGene00003794	-	0	2.0	npp-8					WBGene00003794	Oogenic only	WBGene00003794	protein_coding	IV	3'UTR
I	5696960	5696991	2	WBGene00003793	+	0	2.0	npp-7	-0.5466227	Gender Neutral	129.632	85.6264	WBGene00003793	Oogenic only	WBGene00003793	protein_coding	I	3'UTR
I	5697009	5697066	3	WBGene00003793	+	0	3.0	npp-7	-0.5466227	Gender Neutral	129.632	85.6264	WBGene00003793	Oogenic only	WBGene00003793	protein_coding	I	3'UTR
I	5697112	5697169	2	WBGene00003793	+	0	2.0	npp-7	-0.5466227	Gender Neutral	129.632	85.6264	WBGene00003793	Oogenic only	WBGene00003793	protein_coding	I	3'UTR
I	5814289	5814325	2	WBGene00003020	+	0	2.0	lin-35	-0.416216	Gender Neutral	59.327	42.7053	WBGene00003020	Oogenic only	WBGene00003020	protein_coding	I	CDS
V	8133086	8133153	4	WBGene00017016	+	0	4.0	snap-1	-0.3464177	Gender Neutral	145.129	109.303	WBGene00017016	Oogenic and Spermatogenic	WBGene00017016	protein_coding	V	3'UTR
IV	7634490	7634564	2	WBGene00004046	+	0	2.0	plp-1	-0.007256453	Gender Neutral	544.73	517.028	WBGene00004046	Oogenic and Spermatogenic	WBGene00004046	protein_coding	IV	3'UTR
IV	9262018	9262072	4	WBGene00012435	-	0	4.0	flh-1	-0.6311256	Gender Neutral	92.3089	57.5552	WBGene00012435	Oogenic only	WBGene00012435	protein_coding	IV	3'UTR
IV	7470926	7470995	3	WBGene00004044	-	0	3.0	plk-3	-0.898344	Gender Neutral	298.926	153.169	WBGene00004044	Oogenic only	WBGene00004044	protein_coding	IV	3'UTR
V	8958271	8958318	4	WBGene00020553	+	0	4.0	T19A5.1	-1.305362	Oogenic	51.556	19.835	WBGene00020553	Oogenic only	WBGene00020553	protein_coding	V	CDS
I	6453715	6453768	2	WBGene00003798	+	0	2.0	npp-12	-0.3902817	Gender Neutral	76.5554	56.1733	WBGene00003798	Oogenic only	WBGene00003798	protein_coding	I	3'UTR
V	6401429	6401466	4	WBGene00019017	-	0	4.0	F57F4.4	1.495308	Gender Neutral	2.01729	5.59142	WBGene00019017	Oogenic and Spermatogenic	WBGene00019017	protein_coding	V	3'UTR
III	6124423	6124462	2	WBGene00021534	-	0	2.0	mvk-1	-0.5017887	Gender Neutral	64.2247	43.6222	WBGene00021534	Oogenic only	WBGene00021534	protein_coding	III	3'UTR
I	12825450	12825510	4	WBGene00001746	+	0	4.0	gsk-3	1.500377	Spermatogenic	41.1877	112.819	WBGene00001746	Oogenic and Spermatogenic	WBGene00001746	protein_coding	I	3'UTR
III	4491272	4491380	4	WBGene00000465	+	0	4.0	cpg-1	-3.166933	Oogenic	1871.57	206.086	WBGene00000465	Oogenic only	WBGene00000465	protein_coding	III	3'UTR
III	6363154	6363215	2	WBGene00016977	+	0	2.0	akap-1	0.6156796	Gender Neutral	113.09	164.713	WBGene00016977	Oogenic only	WBGene00016977	protein_coding	III	CDS
III	6365886	6365975	3	WBGene00016977	+	0	3.0	akap-1	0.6156796	Gender Neutral	113.09	164.713	WBGene00016977	Oogenic only	WBGene00016977	protein_coding	III	3'UTR
III	6366110	6366171	4	WBGene00016977	+	0	4.0	akap-1	0.6156796	Gender Neutral	113.09	164.713	WBGene00016977	Oogenic only	WBGene00016977	protein_coding	III	3'UTR
III	6366449	6366531	3	WBGene00016977	+	0	3.0	akap-1	0.6156796	Gender Neutral	113.09	164.713	WBGene00016977	Oogenic only	WBGene00016977	protein_coding	III	3'UTR
III	6366563	6366636	2	WBGene00016977	+	0	2.0	akap-1	0.6156796	Gender Neutral	113.09	164.713	WBGene00016977	Oogenic only	WBGene00016977	protein_coding	III	3'UTR
IV	9925062	9925114	2	WBGene00001113	-	0	2.0	dur-1	0.6281104	Gender Neutral	1.26859	1.19734	WBGene00001113	Oogenic and Spermatogenic	WBGene00001113	protein_coding	IV	CDS
V	13784389	13784424	4	WBGene00009974	-	0	4.0	F53C11.4	0.05972298	Gender Neutral	65.7108	65.6129	WBGene00009974	Oogenic only	WBGene00009974	protein_coding	V	3'UTR
V	13786575	13786605	2	WBGene00009974	-	0	2.0	F53C11.4	0.05972298	Gender Neutral	65.7108	65.6129	WBGene00009974	Oogenic only	WBGene00009974	protein_coding	V	CDS
I	2688993	2689077	4	WBGene00044927	+	0	4.0	F32B5.9					WBGene00044927		WBGene00044927	snRNA	I	ncRNA
II	8114869	8114904	2	WBGene00002147	-	0	2.0	ire-1	-0.2400737	Gender Neutral	60.9911	49.6038	WBGene00002147	Oogenic only	WBGene00002147	protein_coding	II	CDS
III	8675883	8675962	4	WBGene00001443	-	0	4.0	fli-1	0.1254943	Gender Neutral	38.2621	39.6514	WBGene00001443	Oogenic only	WBGene00001443	protein_coding	III	3'UTR
I	4137700	4137742	3	WBGene00017088	-	0	3.0	akir-1	-0.2641063	Gender Neutral	284.976	252.261	WBGene00017088	Oogenic and Spermatogenic	WBGene00017088	protein_coding	I	3'UTR
V	14093907	14093946	2	WBGene00008390	+	0	2.0	D1086.3	0.9511113	Gender Neutral	1.46264	2.31443	WBGene00008390	Spermatogenic only	WBGene00008390	protein_coding	V	3'UTR
X	14476866	14476944	2	WBGene00045133	+	0	2.0	M163.13					WBGene00045133		WBGene00045133	snRNA	X	ncRNA
II	14492679	14492722	2	WBGene00010758	+	0	2.0	vnut-1	0.7848875	Gender Neutral	32.905	54.8842	WBGene00010758	Oogenic only	WBGene00010758	protein_coding	II	3'UTR
II	14492729	14492765	3	WBGene00010758	+	0	3.0	vnut-1	0.7848875	Gender Neutral	32.905	54.8842	WBGene00010758	Oogenic only	WBGene00010758	protein_coding	II	3'UTR
I	11912096	11912126	2	WBGene00003123	-	0	2.0	mag-1	0.05657842	Gender Neutral	252.83	254.533	WBGene00003123	Oogenic and Spermatogenic	WBGene00003123	protein_coding	I	3'UTR
I	4135110	4135141	2	WBGene00017085	+	0	2.0	E01A2.2	0.001100812	Gender Neutral	149.132	144.227	WBGene00017085	Oogenic only	WBGene00017085	protein_coding	I	3'UTR
II	6787831	6787874	2	WBGene00020481	+	0	2.0	T13C2.6	-2.027944	Oogenic	152.018	36.1979	WBGene00020481	Oogenic only	WBGene00020481	protein_coding	II	3'UTR
IV	10987271	10987319	3	WBGene00000866	+	0	3.0	cyb-2.1	-1.918295	Oogenic	234.545	58.7645	WBGene00000866	Oogenic only	WBGene00000866	protein_coding	IV	3'UTR
III	9387802	9387832	2	WBGene00008000	-	0	2.0	slc-17.2					WBGene00008000	Oogenic and Spermatogenic	WBGene00008000	protein_coding	III	3'UTR
V	6788633	6788675	2	WBGene00022603	-	0	2.0	gck-2	-0.1241412	Gender Neutral	54.6138	47.7927	WBGene00022603	Oogenic only	WBGene00022603	protein_coding	V	3'UTR
I	12862215	12862283	3	WBGene00012481	-	0	3.0	Y18D10A.11	-1.926601	Oogenic	288.452	73.365	WBGene00012481	Oogenic and Spermatogenic	WBGene00012481	protein_coding	I	CDS
I	6385831	6385894	2	WBGene00001596	+	0	2.0	gld-2	0.4112231	Gender Neutral	77.2231	97.8521	WBGene00001596	Oogenic only	WBGene00001596	protein_coding	I	3'UTR
I	7697373	7697464	2	WBGene00001595	+	0	2.0	gld-1	-1.599851	Oogenic	704.133	227.737	WBGene00001595	Oogenic only	WBGene00001595	protein_coding	I	3'UTR
I	7697485	7697590	4	WBGene00001595	+	0	4.0	gld-1	-1.599851	Oogenic	704.133	227.737	WBGene00001595	Oogenic only	WBGene00001595	protein_coding	I	3'UTR
I	7697998	7698081	3	WBGene00001595	+	0	3.0	gld-1	-1.599851	Oogenic	704.133	227.737	WBGene00001595	Oogenic only	WBGene00001595	protein_coding	I	3'UTR
I	8022731	8022769	3	WBGene00000869	-	0	3.0	cyc-1	0.5411048	Gender Neutral	286.732	402.532	WBGene00000869	Oogenic and Spermatogenic	WBGene00000869	protein_coding	I	3'UTR
II	5383773	5383847	4	WBGene00004034	+	0	4.0	pkc-3	-1.435284	Oogenic	67.5218	24.7334	WBGene00004034	Oogenic only	WBGene00004034	protein_coding	II	3'UTR
V	7833550	7833627	4	WBGene00003242	+	0	4.0	mig-6	0.8091259	Gender Neutral	3.32309	6.22625	WBGene00003242	Oogenic and Spermatogenic	WBGene00003242	protein_coding	V	CDS
II	4872104	4872197	4	WBGene00000649	-	0	4.0	col-73	-2.458734	Gender Neutral	7.12663	0.804178	WBGene00000649	Oogenic and Spermatogenic	WBGene00000649	protein_coding	II	3'UTR
IV	14771541	14771627	3	WBGene00013325	-	0	3.0	Y57G11C.36					WBGene00013325	Oogenic and Spermatogenic	WBGene00013325	protein_coding	IV	3'UTR
IV	14658005	14658057	2	WBGene00013323	+	0	2.0	Y57G11C.33	-1.238994	Oogenic	56.5658	22.9984	WBGene00013323	Oogenic only	WBGene00013323	protein_coding	IV	3'UTR
IV	2606884	2606938	2	WBGene00022078	+	0	2.0	epg-9	-1.493331	Oogenic	11.6531	3.72744	WBGene00022078	Oogenic only	WBGene00022078	protein_coding	IV	3'UTR
I	14794078	14794115	3	WBGene00009553	+	0	3.0	F39B2.1	-2.667517	Oogenic	82.0613	12.1968	WBGene00009553	Oogenic and Spermatogenic	WBGene00009553	protein_coding	I	3'UTR
I	14794152	14794210	4	WBGene00009553	+	0	4.0	F39B2.1	-2.667517	Oogenic	82.0613	12.1968	WBGene00009553	Oogenic and Spermatogenic	WBGene00009553	protein_coding	I	3'UTR
V	8415755	8415790	3	WBGene00018700	-	0	3.0	lmd-3	-0.5465367	Gender Neutral	139.193	96.1806	WBGene00018700	Oogenic and Spermatogenic	WBGene00018700	protein_coding	V	3'UTR
V	8415916	8415961	3	WBGene00018700	-	0	3.0	lmd-3	-0.5465367	Gender Neutral	139.193	96.1806	WBGene00018700	Oogenic and Spermatogenic	WBGene00018700	protein_coding	V	3'UTR
I	6360195	6360247	3	WBGene00019396	+	0	3.0	K04F10.3	-0.3138305	Gender Neutral	82.3482	63.4171	WBGene00019396	Oogenic and Spermatogenic	WBGene00019396	protein_coding	I	3'UTR
II	7056220	7056253	2	WBGene00022856	-	0	2.0	cth-2	4.746383	Spermatogenic	14.11	358.644	WBGene00022856	Oogenic and Spermatogenic	WBGene00022856	protein_coding	II	3'UTR
IV	2986269	2986314	2	WBGene00021890	-	0	2.0	Y54G2A.26	1.708022	Spermatogenic	31.1594	95.5174	WBGene00021890	Oogenic and Spermatogenic	WBGene00021890	protein_coding	IV	3'UTR
III	8326793	8326826	2	WBGene00022580	-	0	2.0	iglr-2					WBGene00022580	Oogenic only	WBGene00022580	protein_coding	III	CDS
II	5867546	5867606	2	WBGene00018872	-	0	2.0	F55C12.5	-0.8398061	Gender Neutral	59.5844	32.0306	WBGene00018872	Oogenic only	WBGene00018872	protein_coding	II	3'UTR
III	6905048	6905113	4	WBGene00020314	+	0	4.0	T07E3.3	-0.05556531	Gender Neutral	85.7252	78.9437	WBGene00020314	Oogenic and Spermatogenic	WBGene00020314	protein_coding	III	3'UTR
V	15186628	15186688	3	WBGene00000883	-	0	3.0	cyn-7	-0.234011	Gender Neutral	4457.42	3642.21	WBGene00000883	Oogenic and Spermatogenic	WBGene00000883	protein_coding	V	3'UTR
I	15040475	15040505	2	WBGene00000881	-	0	2.0	cyn-5	0.9134667	Gender Neutral	291.324	531.025	WBGene00000881	Oogenic and Spermatogenic	WBGene00000881	protein_coding	I	3'UTR
IV	5886609	5886652	3	WBGene00019154	+	0	3.0	glf-1					WBGene00019154		WBGene00019154	protein_coding	IV	CDS
III	7156327	7156369	2	WBGene00019401	-	0	2.0	nuo-4	0.4760163	Gender Neutral	201.323	274.543	WBGene00019401	Oogenic and Spermatogenic	WBGene00019401	protein_coding	III	3'UTR
III	6970056	6970114	4	WBGene00001168	-	0	4.0	eef-1A.1					WBGene00001168	Oogenic and Spermatogenic	WBGene00001168	protein_coding	III	3'UTR
X	7825325	7825401	2	WBGene00001169	+	0	2.0	eef-1A.2	0.709488	Gender Neutral	48.6911	76.1007	WBGene00001169	Oogenic only	WBGene00001169	protein_coding	X	3'UTR
X	7825591	7825652	2	WBGene00001169	+	0	2.0	eef-1A.2	0.709488	Gender Neutral	48.6911	76.1007	WBGene00001169	Oogenic only	WBGene00001169	protein_coding	X	3'UTR
I	3826418	3826473	2	WBGene00006833	+	0	2.0	unc-108	-0.01432189	Gender Neutral	135.282	129.651	WBGene00006833	Oogenic and Spermatogenic	WBGene00006833	protein_coding	I	3'UTR
I	4949237	4949307	4	WBGene00017885	+	0	4.0	dip-2					WBGene00017885	Oogenic only	WBGene00017885	protein_coding	I	3'UTR
V	14034425	14034464	2	WBGene00011625	-	0	2.0	vps-39	-1.52316	Oogenic	69.5802	23.5982	WBGene00011625	Oogenic only	WBGene00011625	protein_coding	V	3'UTR
III	7824435	7824484	2	WBGene00001209	-	0	2.0	egl-45	0.2714607	Gender Neutral	185.196	215.229	WBGene00001209	Oogenic only	WBGene00001209	protein_coding	III	3'UTR
I	5120221	5120280	3	WBGene00022459	+	0	3.0	Y110A7A.9	-0.4634006	Gender Neutral	53.4873	37.6516	WBGene00022459	Oogenic only	WBGene00022459	protein_coding	I	CDS
I	3694336	3694385	2	WBGene00003418	-	0	2.0	msh-2	-0.4683628	Gender Neutral	82.8451	56.9828	WBGene00003418	Oogenic only	WBGene00003418	protein_coding	I	3'UTR
IV	8201624	8201658	2	WBGene00004101	-	0	2.0	hgrs-1	0.7059584	Gender Neutral	58.5372	91.0698	WBGene00004101	Oogenic and Spermatogenic	WBGene00004101	protein_coding	IV	3'UTR
IV	9817556	9817599	2	WBGene00012341	-	0	2.0	catp-6	-0.5535797	Gender Neutral	60.7423	40.2811	WBGene00012341	Oogenic only	WBGene00012341	protein_coding	IV	3'UTR
IV	9817658	9817693	2	WBGene00012341	-	0	2.0	catp-6	-0.5535797	Gender Neutral	60.7423	40.2811	WBGene00012341	Oogenic only	WBGene00012341	protein_coding	IV	3'UTR
II	2920695	2920733	4	WBGene00022452	+	0	4.0	Y110A2AR.1	-0.7047146	Gender Neutral	212.948	126.587	WBGene00022452	Oogenic and Spermatogenic	WBGene00022452	protein_coding	II	3'UTR
IV	11402023	11402081	2	WBGene00010353	-	0	2.0	H02I12.5	-2.506207	Oogenic	170.878	28.9481	WBGene00010353	Oogenic and Spermatogenic	WBGene00010353	protein_coding	IV	3'UTR
II	5771696	5771762	3	WBGene00002053	+	0	3.0	ifb-1	1.239755	Gender Neutral	1.78321	3.97179	WBGene00002053	Oogenic and Spermatogenic	WBGene00002053	protein_coding	II	3'UTR
II	11965356	11965405	3	WBGene00004271	-	0	3.0	rab-7	-1.705716	Oogenic	188.719	56.0325	WBGene00004271	Oogenic and Spermatogenic	WBGene00004271	protein_coding	II	3'UTR
IV	2263589	2263646	3	WBGene00019786	-	0	3.0	M70.4	-0.390014	Gender Neutral	28.4501	20.5293	WBGene00019786	Oogenic only	WBGene00019786	protein_coding	IV	CDS
III	8136507	8136552	4	WBGene00015752	+	0	4.0	C14B9.2	1.99615	Spermatogenic	11.7741	46.5672	WBGene00015752	Oogenic and Spermatogenic	WBGene00015752	protein_coding	III	3'UTR
II	217229	217305	2	WBGene00018586	-	0	2.0	ubxn-3	0.3033058	Gender Neutral	154.0	183.457	WBGene00018586	Oogenic only	WBGene00018586	protein_coding	II	3'UTR
X	7981448	7981496	2	WBGene00001945	-	0	2.0	his-71	0.8383995	Gender Neutral	6.70515	12.4558	WBGene00001945	Oogenic only	WBGene00001945	protein_coding	X	3'UTR
II	213321	213418	4	WBGene00018585	-	0	4.0	F48A11.4	-2.35793	Oogenic	58.9418	11.1232	WBGene00018585	Oogenic only	WBGene00018585	protein_coding	II	3'UTR
I	9696709	9696767	3	WBGene00007301	-	0	3.0	C04F12.7	9.486492	Spermatogenic	2.92588	2159.07	WBGene00007301	Spermatogenic only	WBGene00007301	protein_coding	I	5'UTR
IV	10366345	10366380	2	WBGene00011239	-	0	2.0	pges-2					WBGene00011239	Oogenic only	WBGene00011239	protein_coding	IV	3'UTR
II	577949	578001	2	WBGene00021097	-	0	2.0	cdc-37	1.18389	Spermatogenic	188.968	398.511	WBGene00021097	Oogenic and Spermatogenic	WBGene00021097	protein_coding	II	3'UTR
III	10339079	10339119	2	WBGene00011561	+	0	2.0	ttr-15	-0.08484353	Gender Neutral	48.0353	44.5086	WBGene00011561	Oogenic and Spermatogenic	WBGene00011561	protein_coding	III	CDS
V	163318	163375	2	WBGene00006648	+	0	2.0	ttb-1	-0.2507744	Gender Neutral	80.8418	67.3789	WBGene00006648	Oogenic only	WBGene00006648	protein_coding	V	CDS
IV	12677581	12677629	3	WBGene00011939	-	0	3.0	prmt-3	-0.9033316	Gender Neutral	84.7519	42.8261	WBGene00011939	Oogenic only	WBGene00011939	protein_coding	IV	3'UTR
IV	12677653	12677790	3	WBGene00011939	-	0	2.0	prmt-3	-0.9033316	Gender Neutral	84.7519	42.8261	WBGene00011939	Oogenic only	WBGene00011939	protein_coding	IV	3'UTR
X	17420606	17420651	3	WBGene00003891	-	0	3.0	osm-11	0.0949613	Gender Neutral	19.4557	20.2088	WBGene00003891	Spermatogenic only	WBGene00003891	protein_coding	X	3'UTR
II	14345931	14345982	2	WBGene00013218	-	0	2.0	Y54G11A.9					WBGene00013218	Oogenic only	WBGene00013218	protein_coding	II	5'UTR
I	12654502	12654573	5	WBGene00010419	+	0	4.0	H28O16.1					WBGene00010419	Oogenic and Spermatogenic	WBGene00010419	protein_coding	I	3'UTR
IV	10414630	10414678	3	WBGene00008733	-	0	3.0	F13B12.6	-2.003833	Oogenic	73.8806	17.8069	WBGene00008733	Oogenic only	WBGene00008733	protein_coding	IV	3'UTR
II	14269088	14269130	4	WBGene00013212	-	0	4.0	Y54G11A.1	0.470086	Gender Neutral	49.8299	67.6325	WBGene00013212	Oogenic only	WBGene00013212	protein_coding	II	CDS
I	14367520	14367571	2	WBGene00013668	+	0	2.0	Y105E8A.3	0.4663666	Gender Neutral	60.1515	80.3072	WBGene00013668	Oogenic only	WBGene00013668	protein_coding	I	3'UTR
III	6931771	6931813	2	WBGene00002083	+	0	2.0	inf-1	0.4395748	Gender Neutral	629.853	826.474	WBGene00002083	Oogenic only	WBGene00002083	protein_coding	III	3'UTR
I	7634587	7634633	2	WBGene00009254	-	0	2.0	capg-1					WBGene00009254	Oogenic only	WBGene00009254	protein_coding	I	3'UTR
I	7634679	7634711	2	WBGene00009254	-	0	2.0	capg-1					WBGene00009254	Oogenic only	WBGene00009254	protein_coding	I	3'UTR
V	11645312	11645342	2	WBGene00000249	+	0	2.0	bir-1	0.138542	Gender Neutral	145.076	150.536	WBGene00000249	Oogenic and Spermatogenic	WBGene00000249	protein_coding	V	3'UTR
II	3532590	3532688	4	WBGene00000162	-	0	4.0	apd-3	-2.615281	Oogenic	20.4947	3.31968	WBGene00000162	Oogenic only	WBGene00000162	protein_coding	II	3'UTR
II	4741384	4741430	2	WBGene00018270	+	0	2.0	F41C3.4	0.7261278	Gender Neutral	87.0269	137.945	WBGene00018270	Oogenic and Spermatogenic	WBGene00018270	protein_coding	II	3'UTR
II	4739721	4739776	2	WBGene00018271	+	0	2.0	F41C3.5	1.837393	Spermatogenic	118.729	415.804	WBGene00018271	Spermatogenic only	WBGene00018271	protein_coding	II	3'UTR
IV	7485415	7485452	2	WBGene00018900	+	0	2.0	rod-1	0.5751254	Gender Neutral	70.5194	100.765	WBGene00018900	Oogenic only	WBGene00018900	protein_coding	IV	3'UTR
V	3210230	3210277	3	WBGene00000168	+	0	3.0	apx-1	-1.614173	Oogenic	80.33	25.0682	WBGene00000168	Oogenic only	WBGene00000168	protein_coding	V	CDS
V	3222956	3223013	4	WBGene00000168	+	0	4.0	apx-1	-1.614173	Oogenic	80.33	25.0682	WBGene00000168	Oogenic only	WBGene00000168	protein_coding	V	3'UTR
I	6058591	6058629	2	WBGene00016158	-	0	2.0	ari-1	0.8583139	Gender Neutral	47.4674	86.1351	WBGene00016158	Oogenic and Spermatogenic	WBGene00016158	protein_coding	I	3'UTR
X	11512845	11512899	2	WBGene00009259	-	0	2.0	hpo-34	1.463237	Gender Neutral	5.33471	13.9908	WBGene00009259	Oogenic and Spermatogenic	WBGene00009259	ncRNA	X	CDS
I	5272887	5272963	4	WBGene00015312	-	0	4.0	C01G8.1	-4.075221	Oogenic	350.934	20.7795	WBGene00015312	Oogenic only	WBGene00015312	protein_coding	I	3'UTR
V	20239211	20239273	2	WBGene00004203	-	0	2.0	swsn-1	-0.3652544	Gender Neutral	58.647	44.6568	WBGene00004203	Oogenic only	WBGene00004203	protein_coding	V	3'UTR
V	20239416	20239467	2	WBGene00004203	-	0	2.0	swsn-1	-0.3652544	Gender Neutral	58.647	44.6568	WBGene00004203	Oogenic only	WBGene00004203	protein_coding	V	3'UTR
V	20241501	20241550	3	WBGene00004203	-	0	3.0	swsn-1	-0.3652544	Gender Neutral	58.647	44.6568	WBGene00004203	Oogenic only	WBGene00004203	protein_coding	V	CDS
II	273919	273979	4	WBGene00015188	-	0	4.0	B0432.7	-1.122467	Oogenic	11.5494	4.89397	WBGene00015188	Oogenic only	WBGene00015188	protein_coding	II	5'UTR
X	15586948	15586982	2	WBGene00001520	-	0	2.0	gas-1	0.2744092	Gender Neutral	23.4631	26.7947	WBGene00001520	Oogenic and Spermatogenic	WBGene00001520	protein_coding	X	3'UTR
III	10069066	10069127	2	WBGene00011806	+	0	2.0	ekl-6	-0.2966743	Gender Neutral	38.7253	30.1701	WBGene00011806	Oogenic only	WBGene00011806	protein_coding	III	3'UTR
IV	4469738	4469782	2	WBGene00019719	-	0	2.0	M01H9.3	-0.3384886	Gender Neutral	139.419	105.304	WBGene00019719	Oogenic and Spermatogenic	WBGene00019719	protein_coding	IV	CDS
III	5165755	5165797	3	WBGene00006736	-	0	3.0	ulp-1	-0.3945344	Gender Neutral	77.0647	55.3351	WBGene00006736	Oogenic only	WBGene00006736	protein_coding	III	3'UTR
IV	17088724	17088757	2	WBGene00004914	+	0	2.0	snr-1	0.01772694	Gender Neutral	492.023	472.307	WBGene00004914	Oogenic only	WBGene00004914	protein_coding	IV	3'UTR
V	10533040	10533085	2	WBGene00006460	-	0	2.0	ppm-1	-0.2435883	Gender Neutral	228.87	182.836	WBGene00006460	Oogenic only	WBGene00006460	protein_coding	V	3'UTR
V	10533153	10533207	4	WBGene00006460	-	0	4.0	ppm-1	-0.2435883	Gender Neutral	228.87	182.836	WBGene00006460	Oogenic only	WBGene00006460	protein_coding	V	3'UTR
IV	2091586	2091640	2	WBGene00019875	+	0	2.0	mca-2	0.2419206	Gender Neutral	1.03319	1.22564	WBGene00019875	Oogenic and Spermatogenic	WBGene00019875	protein_coding	IV	3'UTR
IV	14985596	14985643	2	WBGene00001066	-	0	2.0	dpy-4	-1.949021	Gender Neutral	3.0296	0.483041	WBGene00001066	Oogenic and Spermatogenic	WBGene00001066	protein_coding	IV	3'UTR
II	6125247	6125332	4	WBGene00016235	+	0	4.0	C29H12.2	-1.602194	Oogenic	162.522	52.9094	WBGene00016235	Oogenic only	WBGene00016235	protein_coding	II	3'UTR
V	4648047	4648108	3	WBGene00018297	-	0	3.0	F41F3.3	-1.76269	Gender Neutral	5.20788	0.976232	WBGene00018297	Oogenic and Spermatogenic	WBGene00018297	protein_coding	V	CDS
V	8629398	8629448	2	WBGene00018294	-	0	2.0	atg-18	-1.898735	Oogenic	125.419	32.122	WBGene00018294	Oogenic and Spermatogenic	WBGene00018294	protein_coding	V	3'UTR
V	8629541	8629638	3	WBGene00018294	-	0	3.0	atg-18	-1.898735	Oogenic	125.419	32.122	WBGene00018294	Oogenic and Spermatogenic	WBGene00018294	protein_coding	V	3'UTR
V	10130455	10130483	4	WBGene00007428	-	0	4.0	wdr-20	-0.8431883	Gender Neutral	85.1495	45.5749	WBGene00007428	Oogenic only	WBGene00007428	protein_coding	V	3'UTR
X	16767859	16767901	3	WBGene00015676	-	0	3.0	mct-6	0.329412	Gender Neutral	42.6284	51.6634	WBGene00015676	Oogenic only	WBGene00015676	protein_coding	X	3'UTR
III	4917274	4917306	2	WBGene00017830	-	0	2.0	rpb-8	-0.1010008	Gender Neutral	206.973	179.418	WBGene00017830	Oogenic only	WBGene00017830	protein_coding	III	3'UTR
III	6704001	6704144	5	WBGene00002169	-	0	4.0	isw-1	-0.1575239	Gender Neutral	106.887	91.3514	WBGene00002169	Oogenic and Spermatogenic	WBGene00002169	protein_coding	III	3'UTR
X	4526260	4526353	4	WBGene00003963	+	0	4.0	pdi-2	-0.03174977	Gender Neutral	158.748	149.026	WBGene00003963	Oogenic and Spermatogenic	WBGene00003963	protein_coding	X	3'UTR
I	9309913	9309962	4	WBGene00004268	+	0	4.0	rab-5	-1.44175	Oogenic	194.658	69.5039	WBGene00004268	Oogenic and Spermatogenic	WBGene00004268	protein_coding	I	3'UTR
III	8172289	8172369	3	WBGene00004187	+	0	3.0	prp-8	0.05280787	Gender Neutral	84.3858	84.1255	WBGene00004187	Oogenic only	WBGene00004187	protein_coding	III	3'UTR
